change_type,cluster_id,cluster_size,template_mined,cluster_count
none,42041,286,No module named <:*:>,1024
cluster_created,44678,1,[WinError <<:CHAR:>NUM<:CHAR:>>] Access is denied<:CHAR:> 'c<:CHAR:>\\programdata\\anaconda3\\lib\\site-packages\\~~nsorflow core\\lite\\experimental\\microfrontend\\python\\ops\\ audio microfrontend <<:CHAR:>URL<:CHAR:>>',1024
cluster_created,44679,1,[Errno <<:CHAR:>NUM<:CHAR:>>] Is a directory<:CHAR:> '/tmp/speech dataset/',1024
none,43553,9,"<:CHAR:>HTTPSConnectionPool(host=<<:CHAR:>VID<:CHAR:>>, port=<<:CHAR:>NUM<:CHAR:>>)<:CHAR:> Read timed out<:CHAR:><:CHAR:>",1024
cluster_created,44680,1,partially initialized module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>> (most likely due to a circular import),1024
none,42319,56,<:*:> <:*:> <:*:> <:*:> <:*:> <:*:> No such file or directory,1024
none,43955,3,No OpKernel was registered to support Op <<:CHAR:>VID<:CHAR:>> with these <:*:>,1024
none,41577,23,[Errno <:*:> Permission denied<:CHAR:> <:*:>,1024
none,42751,13,"<:CHAR:>Blas <:*:> launch failed <:CHAR:> <<:CHAR:>URL<:CHAR:>>=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), <<:CHAR:>URL<:CHAR:>>=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), m=<<:CHAR:>NUM<:CHAR:>>, n=<<:CHAR:>NUM<:CHAR:>>, k=<<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
cluster_created,44681,1,Invalid format string,1024
none,43687,9,<:CHAR:>Assign requires shapes of both tensors to match<:CHAR:> lhs shape= <:*:> rhs shape= <:*:>,1024
cluster_created,44682,1,"<:CHAR:>Input tensor must be of rank <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>> or <<:CHAR:>NUM<:CHAR:>> but was <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
none,42027,585,<:*:> object has no attribute <:*:>,1024
none,42309,46,<<:CHAR:>NUM<:CHAR:>> root error(s) found<:CHAR:>,1024
none,43333,21,Fetch argument None has invalid type <:*:> <<:CHAR:>VID<:CHAR:>>>,1024
none,42041,287,No module named <:*:>,1024
none,42140,19,[WinError <<:CHAR:>NUM<:CHAR:>>] <:*:> specified module could not be found,1024
none,43152,4,<:CHAR:>Shape must be rank <<:CHAR:>NUM<:CHAR:>> but is rank <<:CHAR:>NUM<:CHAR:>> for <<:CHAR:>VID<:CHAR:>> (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> <:*:> <:*:>,1024
none,42110,211,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
none,44356,3,Unsuccessful TensorSliceReader constructor<:CHAR:> Failed to find any matching files for <:*:>,1024
cluster_created,44683,1,Name of dataset unknown mal ben`,1024
cluster_created,44684,1,DLL load failed<:CHAR:> Kan opgegeven module niet vinden<:CHAR:>,1024
cluster_template_changed,44172,2,[WinError <<:CHAR:>NUM<:CHAR:>>] <:*:> <:*:>,1024
none,44172,3,[WinError <<:CHAR:>NUM<:CHAR:>>] <:*:> <:*:>,1024
none,42110,212,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
none,42191,119,Traceback (most recent call <:*:>,1024
cluster_created,44685,1,if ` forward` is not implemented<:CHAR:>,1024
none,44104,6,features should be a dictionary of `Tensor`s<:CHAR:> Given type<:CHAR:> <class <<:CHAR:>VID<:CHAR:>>>,1024
none,44278,3,NewRandomAccessFile failed to Create/Open<:CHAR:> <:*:> <:CHAR:> The system cannot find the file specified<:CHAR:>,1024
none,44439,5,"<:CHAR:>Dimension <<:CHAR:>NUM<:CHAR:>> in both shapes must be equal, but are <<:CHAR:>NUM<:CHAR:>> and <<:CHAR:>NUM<:CHAR:>><:CHAR:> Shapes are <:*:> and <:*:>",1024
none,42784,10,For invalid positional/keyword argument combinations<:CHAR:>,1024
cluster_template_changed,44607,3,Error while reading resource variable <:*:> <:*:> from Container<:CHAR:> localhost<:CHAR:> This could mean that the variable was uninitialized<:CHAR:> Not found<:CHAR:> Resource <:*:> <:*:> does not exist<:CHAR:>,1024
none,43606,3,cannot import name <<:CHAR:>VID<:CHAR:>> from <<:CHAR:>VID<:CHAR:>> (unknown location),1024
none,42707,51,<:CHAR:>You must feed a value for placeholder tensor <:*:> with dtype <:*:> and shape <:*:>,1024
cluster_created,44686,1,"<:CHAR:>Variable lstm1/dense/kernel/Adam <<:CHAR:>NUM<:CHAR:>>/ already exists, disallowed<:CHAR:> Did you mean to set reuse=True in VarScope? Originally defined at<:CHAR:><:CHAR:>",1024
cluster_created,44687,1,"<:CHAR:>Variable model/wpe already exists, disallowed<:CHAR:> Did you mean to set reuse=True or reuse=<<:CHAR:>URL<:CHAR:>> REUSE in VarScope? Originally defined at<:CHAR:><:CHAR:>",1024
none,44150,3,"<:CHAR:>axis = <<:CHAR:>NUM<:CHAR:>> not in [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,43919,4,"<:CHAR:>Invalid JPEG data, size <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,43693,9,module compiled against API version <:*:> but this version of numpy is <:*:>,1024
none,42093,11,type object <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_template_changed,44147,2,<:CHAR:>Shape must be rank <<:CHAR:>NUM<:CHAR:>> but is rank <<:CHAR:>NUM<:CHAR:>> for <:*:> (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> <:*:> <:*:> <:*:> [<<:CHAR:>NUM<:CHAR:>>]<:CHAR:><:CHAR:>,1024
none,43333,22,Fetch argument None has invalid type <:*:> <<:CHAR:>VID<:CHAR:>>>,1024
none,43415,41,DLL load failed<:CHAR:> A dynamic link library <:*:> <:*:> routine <:*:>,1024
none,42041,288,No module named <:*:>,1024
none,43736,4,"<:*:> pywrap <<:CHAR:>URL<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:> Library not loaded<:CHAR:> @rpath/libcudart<:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>dylib<:CHAR:>",1024
none,44145,4,expected string or bytes-like object,1024
cluster_created,44688,1,logits,1024
none,42827,34,You must feed a value for placeholder tensor <:*:> with dtype <:*:>,1024
none,42027,586,<:*:> object has no attribute <:*:>,1024
none,43890,3,DLL load failed<:CHAR:> Le module spécifié est introuvable<:CHAR:>,1024
none,42675,47,<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have <:*:> <:*:> but got array with shape <:*:>,1024
none,42159,35,init () got <:*:> <:*:> <:*:> argument <:*:>,1024
none,43842,3,SavedModel file does not exist at<:CHAR:> <:*:> <:*:> <:*:>,1024
cluster_created,44689,1,<:CHAR:>Coordinator stopped with threads still running<:CHAR:> Thread-<<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:><:CHAR:>,1024
cluster_created,44690,1,if called on a symbolic tensor<:CHAR:>,1024
cluster_created,44691,1,generator raised StopIteration,1024
none,42191,120,Traceback (most recent call <:*:>,1024
none,42110,213,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
cluster_created,44692,1,module compiled against API version <<:CHAR:>HEX<:CHAR:>> but this version,1024
cluster_created,44693,1,dense prediction cell json,1024
none,44356,4,Unsuccessful TensorSliceReader constructor<:CHAR:> Failed to find any matching files for <:*:>,1024
none,42687,47,<:*:> shapes<:CHAR:> <:*:> vs<:CHAR:> <:*:>,1024
none,43581,3,Graph ops missing from the python registry <:*:> are also absent from the c++ <:*:>,1024
none,42027,587,<:*:> object has no attribute <:*:>,1024
cluster_template_changed,44132,2,"<:CHAR:>Variable <:*:> already exists, disallowed<:CHAR:> Did you mean to set reuse=True in VarScope? Originally defined at<:CHAR:><:CHAR:>",1024
none,42324,14,<<:CHAR:>VID<:CHAR:>> object cannot be interpreted as an <:*:>,1024
cluster_template_changed,44536,3,<:*:> in summary histogram for<:CHAR:> <:*:>,1024
none,42027,588,<:*:> object has no attribute <:*:>,1024
none,44356,5,Unsuccessful TensorSliceReader constructor<:CHAR:> Failed to find any matching files for <:*:>,1024
none,43872,3,DistInfoDistribution dep map,1024
none,42064,109,cannot import name <:*:>,1024
cluster_created,44694,1,Key FeatureExtractor/MobilenetV1/Conv2d <<:CHAR:>NUM<:CHAR:>> pointwise <<:CHAR:>NUM<:CHAR:>> Conv2d <<:CHAR:>NUM<:CHAR:>> 3x3 s2 <<:CHAR:>NUM<:CHAR:>>/weights/ExponentialMovingAverage not found in checkpoint,1024
none,44186,5,DLL load failed while importing pywrap tensorflow internal<:CHAR:> A dynamic link library (DLL) initialization routine failed<:CHAR:>,1024
none,43708,5,Table <:*:> initialized<:CHAR:>,1024
cluster_created,44695,1,no signature found for builtin <method <<:CHAR:>VID<:CHAR:>> of <<:CHAR:>VID<:CHAR:>> objects>,1024
none,39529,283,<:EMP:>,1024
none,42085,201,module <<:CHAR:>VID<:CHAR:>> has no attribute <:*:>,1024
none,42093,12,type object <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,44122,3,Tried to convert <<:CHAR:>VID<:CHAR:>> to a tensor and failed<:CHAR:> Error<:CHAR:> None values not supported<:CHAR:>,1024
none,42060,74,list index out of <:*:>,1024
none,42085,202,module <<:CHAR:>VID<:CHAR:>> has no attribute <:*:>,1024
cluster_created,44696,1,Tensors phase train<:CHAR:><<:CHAR:>NUM<:CHAR:>> not known type <<:CHAR:>URL<:CHAR:>>,1024
cluster_created,44697,1,Cannot iterate over a shape with unknown rank<:CHAR:>,1024
none,42041,289,No module named <:*:>,1024
none,44099,4,<:*:> <:*:> <:*:> got an unexpected keyword argument <:*:>,1024
cluster_created,44698,1,'',1024
cluster_created,44699,1,<:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> <:CHAR:> Expected <:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:>,1024
cluster_created,44700,1,Unexpected end-group tag<:CHAR:>,1024
cluster_created,44701,1,<<:CHAR:>VID<:CHAR:>> object does not support indexing,1024
none,43216,10,<:CHAR:>Cannot feed value of shape <:*:> for Tensor <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,1024
none,41577,24,[Errno <:*:> Permission denied<:CHAR:> <:*:>,1024
cluster_created,44702,1,"<:CHAR:>No gradients provided for any variable, check your graph for ops that do not support gradients, between variables [<:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'weight<:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float64 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'bias<:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=() dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'weight <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float64 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'bias <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=() dtype=float32 ref><:CHAR:><:CHAR:>,<:CHAR:>",1024
cluster_template_changed,43797,7,"<:*:> ' <<:CHAR:>NUM<:CHAR:>> <:*:> batch/random shuffle queue' is closed and has insufficient elements (requested <<:CHAR:>NUM<:CHAR:>>, current size <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42027,589,<:*:> object has no attribute <:*:>,1024
none,42041,290,No module named <:*:>,1024
none,44227,3,[Errno <<:CHAR:>NUM<:CHAR:>>] Permission denied<:CHAR:> <:*:> <:*:> <:*:> <:*:>,1024
none,43722,11,<:*:> No such file or <:*:>,1024
none,43551,10,invalid literal for <:*:> with base <<:CHAR:>NUM<:CHAR:>><:CHAR:> <:*:>,1024
cluster_created,44703,1,"<:CHAR:>Command '[<<:CHAR:>VID<:CHAR:>>, '-np', <<:CHAR:>VID<:CHAR:>>, '/usr/bin/python3<:CHAR:><<:CHAR:>NUM<:CHAR:>>', '-u', <<:CHAR:>VID<:CHAR:>>]' returned non-zero exit status <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
none,43694,9,"<:CHAR:>logits and labels must be same size<:CHAR:> logits size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>] labels size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42027,590,<:*:> object has no attribute <:*:>,1024
none,42152,20,cannot import name <:*:> <:*:> <:*:>,1024
none,42152,21,cannot import name <:*:> <:*:> <:*:>,1024
none,42942,7,The two structures don't have the same nested structure<:CHAR:>,1024
cluster_created,44704,1,"<:CHAR:>Expected binary or unicode string, got [<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42191,121,Traceback (most recent call <:*:>,1024
cluster_created,44705,1,Failed to create a NewWriteableFile<:CHAR:> /tmp/output <<:CHAR:>URL<:CHAR:>> <:CHAR:> The system cannot find the path specified<:CHAR:>,1024
none,43333,23,Fetch argument None has invalid type <:*:> <<:CHAR:>VID<:CHAR:>>>,1024
none,43107,7,"<:CHAR:>expected str, bytes or <<:CHAR:>URL<:CHAR:>> object, not <:*:>",1024
none,42041,291,No module named <:*:>,1024
cluster_created,44706,1,[Errno <<:CHAR:>NUM<:CHAR:>>] No usable temporary directory found in,1024
none,42064,110,cannot import name <:*:>,1024
none,42088,31,invalid <:*:>,1024
none,43161,8,The Session graph is empty<:CHAR:> Add operations to the graph before calling run()<:CHAR:>,1024
cluster_created,44707,1,"<:CHAR:>Expected argument names [<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>] but got values for [<<:CHAR:>VID<:CHAR:>>]<:CHAR:> Missing<:CHAR:> [<<:CHAR:>VID<:CHAR:>>]<:CHAR:><:CHAR:>",1024
none,42085,203,module <<:CHAR:>VID<:CHAR:>> has no attribute <:*:>,1024
cluster_created,44708,1,graph def is invalid at node u'conv/Conv2D eightbit/Mul port <<:CHAR:>NUM<:CHAR:>>/reshape dims'<:CHAR:> Control input '^Mul<:CHAR:><<:CHAR:>NUM<:CHAR:>>' not found in graph def<:CHAR:><:CHAR:>,1024
none,42110,214,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
none,42064,111,cannot import name <:*:>,1024
none,42041,292,No module named <:*:>,1024
none,42491,24,<:*:> got <:*:> <:*:> <:*:> argument <<:CHAR:>VID<:CHAR:>>,1024
none,44104,7,features should be a dictionary of `Tensor`s<:CHAR:> Given type<:CHAR:> <class <<:CHAR:>VID<:CHAR:>>>,1024
none,39529,284,<:EMP:>,1024
none,44228,6,<:*:> version <:*:> <:*:> not <:*:> (required by <:*:> <:*:> <:*:> <<:CHAR:>URL<:CHAR:>>),1024
none,42191,122,Traceback (most recent call <:*:>,1024
none,42824,31,Attempting to use uninitialized value <:*:> <:*:>,1024
none,42110,215,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
none,42027,591,<:*:> object has no attribute <:*:>,1024
none,42027,592,<:*:> object has no attribute <:*:>,1024
cluster_created,44709,1,invalid version number '<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>-rc1',1024
none,42913,20,"<:CHAR:>Failed to get convolution algorithm<:CHAR:> This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above<:CHAR:><:CHAR:>",1024
cluster_template_changed,44522,2,<:*:> <<:CHAR:>URL<:CHAR:>><:CHAR:> undefined symbol<:CHAR:> <:*:> <:*:>,1024
cluster_created,44710,1,"<:CHAR:>No gradients provided for any variable, check your graph for ops that do not support gradients, between variables [<:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable<:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'Variable <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>,) dtype=float32 ref><:CHAR:><:CHAR:>] and loss Tensor(<:CHAR:><:CHAR:>Mean<:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>, dtype=float32)<:CHAR:><:CHAR:>",1024
none,42247,20,"<:*:> argument must be a string or a number, not <<:CHAR:>VID<:CHAR:>><:CHAR:>",1024
cluster_created,44711,1,/home/shri/Desktop/tf files/test,1024
cluster_created,44712,1,No gradients provided for any variable<:CHAR:> <all my variables>,1024
none,43415,42,DLL load failed<:CHAR:> A dynamic link library <:*:> <:*:> routine <:*:>,1024
cluster_created,44713,1,"<:CHAR:>(<<:CHAR:>VID<:CHAR:>>, '<:CHAR:><<:CHAR:>NUM<:CHAR:>> %image size%')<:CHAR:>",1024
cluster_created,44714,1,"<:CHAR:>No gradients provided for any variable, check your graph for ops that do not support gradients, between variables [<:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'l1/kernel<:CHAR:><<:CHAR:>NUM<:CHAR:>>' shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) dtype=float32 ref><:CHAR:><:CHAR:>, <:CHAR:><:CHAR:><<<:CHAR:>URL<:CHAR:>> 'l1/b\<:CHAR:>",1024
cluster_created,44715,1,when unable to load the library or get the python wrappers<:CHAR:>,1024
cluster_created,44716,1,[SSL<:CHAR:> TLSV1 ALERT PROTOCOL VERSION] tlsv1 alert protocol version ( ssl<:CHAR:>c<:CHAR:><<:CHAR:>NUM<:CHAR:>>),1024
none,42687,48,<:*:> shapes<:CHAR:> <:*:> vs<:CHAR:> <:*:>,1024
none,43813,7,"<:*:> pywrap tensorflow <<:CHAR:>URL<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:> <:*:> not <:*:> <:*:>",1024
none,42191,123,Traceback (most recent call <:*:>,1024
none,42110,216,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
cluster_created,44717,1,NewRandomAccessFile failed to Create/Open<:CHAR:> C<:CHAR:>/Tensorflow/object-detection/ssd mobilenet v1 coco <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <:CHAR:> Zugriff verweigert,1024
none,44647,2,"<:CHAR:><<:CHAR:>NUM<:CHAR:>> # If the RHS is not a tensor, it might be a tensor aware object<:CHAR:>",1024
cluster_created,44718,1,"<:CHAR:>dlopen(/anaconda3/lib/python3<:CHAR:><<:CHAR:>NUM<:CHAR:>>/site-packages/tensorflow core/python/ pywrap tensorflow <<:CHAR:>URL<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:> Symbol not found<:CHAR:> SecKeyCopyExternalRepresentation<:CHAR:>",1024
cluster_created,44719,1,"<:CHAR:>must be real number, not NoneType<:CHAR:>",1024
none,44341,4,<:*:> pywrap <<:CHAR:>URL<:CHAR:>><:CHAR:> invalid ELF header,1024
cluster_created,44720,1,[Errno <<:CHAR:>NUM<:CHAR:>>] Error,1024
none,42843,12,<:*:> when allocating tensor with <:*:>,1024
none,43185,6,Wrong wire type in tag<:CHAR:>,1024
none,44154,2,"<:CHAR:>No OpKernel was registered to support Op <<:CHAR:>VID<:CHAR:>> with these attrs<:CHAR:> Registered devices<:CHAR:> [CPU], Registered kernels<:CHAR:><:CHAR:>",1024
none,42057,44,name <<:CHAR:>VID<:CHAR:>> is not <:*:>,1024
none,42125,32,cannot import <:*:> <:*:> <:*:>,1024
none,43415,43,DLL load failed<:CHAR:> A dynamic link library <:*:> <:*:> routine <:*:>,1024
none,42125,33,cannot import <:*:> <:*:> <:*:>,1024
cluster_template_changed,43694,10,"<:CHAR:>logits and <:*:> must be same size<:CHAR:> logits size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>] labels size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42319,57,<:*:> <:*:> <:*:> <:*:> <:*:> <:*:> No such file or directory,1024
none,44437,2,Failed to create a NewWriteableFile<:CHAR:> <:CHAR:> The system cannot find the path specified<:CHAR:>,1024
cluster_created,44721,1,"<:CHAR:>Attempt to reuse RNNCell <<<:CHAR:>URL<:CHAR:>> rnn cell <<:CHAR:>URL<:CHAR:>> object at <<:CHAR:>HEX<:CHAR:>>> with a different variable scope than its first use<:CHAR:> First use of cell was with scope 'embedding attention seq2seq/embedding attention decoder/attention decoder/multi rnn cell/cell <<:CHAR:>NUM<:CHAR:>>/gru cell', this attempt is with scope 'embedding attention seq2seq/rnn/multi rnn cell/cell <<:CHAR:>NUM<:CHAR:>>/gru cell'<:CHAR:> Please create a new instance of the cell if you would like it to use a different set of weights<:CHAR:> If before you were using<:CHAR:> MultiRNNCell([GRUCell(<:CHAR:><:CHAR:><:CHAR:>)] * num layers), change to<:CHAR:> MultiRNNCell([GRUCell(<:CHAR:><:CHAR:><:CHAR:>) for in range(num layers)])<:CHAR:> If before you were using the same cell instance as both the forward and reverse cell of a bidirectional RNN, simply create two instances (one for forward, one for reverse)<:CHAR:> In May <<:CHAR:>NUM<:CHAR:>>, we will start transitioning this cell's behavior to use existing stored weights, if any, when it is called with scope=None (which can lead to silent model degradation, so this error will remain until then<:CHAR:>`<:CHAR:>",1024
cluster_created,44722,1,only length-<<:CHAR:>NUM<:CHAR:>> arrays can be converted to Python scalars,1024
cluster_created,44723,1,Exporting/importing meta graphs is not supported when eager execution is enabled<:CHAR:> No graph exists when eager execution is enabled<:CHAR:>,1024
none,43874,3,<:*:> <:*:> <:*:> <:*:> No such file or <:*:>,1024
none,42027,593,<:*:> object has no attribute <:*:>,1024
none,42110,217,DLL load failed<:CHAR:> <:*:> specified <:*:> could not be <:*:>,1024
none,42125,34,cannot import <:*:> <:*:> <:*:>,1024
none,42064,112,cannot import name <:*:>,1024
cluster_created,44724,1,"<:CHAR:>ConcatOp <:CHAR:> Ranks of all input tensors should match<:CHAR:> shape[<<:CHAR:>NUM<:CHAR:>>] = [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>] vs<:CHAR:> shape[<<:CHAR:>NUM<:CHAR:>>] = [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_template_changed,44686,2,"<:CHAR:>Variable <:*:> <:*:> already exists, disallowed<:CHAR:> Did you mean to set reuse=True in VarScope? Originally defined at<:CHAR:><:CHAR:>",1024
none,44240,2,too many values to unpack,1024
none,42050,132,setting an array element with a <:*:>,1024
none,44375,2,Read fewer bytes than requested,1024
none,43728,9,Error parsing message,1024
none,43728,10,Error parsing message,1024
cluster_created,44725,1,"<:CHAR:>Invalid shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) for image data<:CHAR:>",1024
none,42191,124,Traceback (most recent call <:*:>,1024
cluster_created,44726,1,using a `<<:CHAR:>URL<:CHAR:>>` as a Python `bool` is not allowed in Graph execution<:CHAR:> Use Eager execution or decorate this function with @<<:CHAR:>URL<:CHAR:>><:CHAR:>,1024
none,44148,2,Image data cannot be converted to float,1024
cluster_created,44727,1,Input arrays should have the same number of samples as target arrays<:CHAR:> Found <<:CHAR:>NUM<:CHAR:>> input samples and <<:CHAR:>NUM<:CHAR:>> target samples<:CHAR:>,1024
none,42050,133,setting an array element with a <:*:>,1024
none,43594,4,Unable to get element from the feed as bytes<:CHAR:>,1024
none,43594,5,Unable to get element from the feed as bytes<:CHAR:>,1024
none,42041,293,No module named <:*:>,1024
none,42060,75,list index out of <:*:>,1024
none,44371,2,You must feed a value for placeholder tensor,1024
none,42041,294,No module named <:*:>,1024
